,Zone,Year,Date,Above Danger,Near Danger,Below Danger
0,9,2021,2021/04/12 6:46 AM,1,1,1
1,9,2021,2021/04/11 6:26 AM,1,1,1
2,9,2021,2021/04/10 5:55 AM,1,1,1
3,9,2021,2021/04/09 6:21 AM,1,2,2
4,9,2021,2021/04/08 7:02 AM,1,2,2
5,9,2021,2021/04/07 6:25 AM,1,1,2
6,9,2021,2021/04/06 7:09 AM,2,3,3
7,9,2021,2021/04/05 7:21 AM,2,3,3
8,9,2021,2021/04/04 6:27 AM,3,3,3
9,9,2021,2021/04/03 6:58 AM,2,2,2
10,9,2021,2021/04/02 7:15 AM,2,2,2
11,9,2021,2021/04/01 6:39 AM,2,2,1
12,9,2021,2021/03/31 6:37 AM,2,2,1
13,9,2021,2021/03/30 6:24 AM,2,2,1
14,9,2021,2021/03/29 6:44 AM,2,2,2
15,9,2021,2021/03/28 6:41 AM,2,2,2
16,9,2021,2021/03/27 7:26 AM,2,2,2
17,9,2021,2021/03/26 7:22 AM,3,3,2
18,9,2021,2021/03/25 7:12 AM,3,3,2
19,9,2021,2021/03/24 7:08 AM,3,3,2
20,9,2021,2021/03/23 7:10 AM,1,1,1
21,9,2021,2021/03/22 7:28 AM,2,1,1
22,9,2021,2021/03/21 7:09 AM,1,1,1
23,9,2021,2021/03/20 7:24 AM,1,2,2
24,9,2021,2021/03/19 6:50 AM,2,2,2
25,9,2021,2021/03/18 7:27 AM,2,2,2
26,9,2021,2021/03/17 6:36 AM,3,3,2
27,9,2021,2021/03/16 7:28 AM,3,3,3
28,9,2021,2021/03/15 7:33 AM,3,3,2
29,9,2021,2021/03/14 7:17 AM,3,3,2
30,9,2021,2021/03/13 7:33 AM,3,3,2
31,9,2021,2021/03/12 7:09 AM,1,1,1
32,9,2021,2021/03/11 7:05 AM,2,2,1
33,9,2021,2021/03/10 6:53 AM,2,2,1
34,9,2021,2021/03/09 6:59 AM,1,1,1
35,9,2021,2021/03/08 7:15 AM,2,2,1
36,9,2021,2021/03/07 7:14 AM,2,2,2
37,9,2021,2021/03/06 7:15 AM,2,2,2
